# 函戈五笔 拼音码表
# 格式：拼音	汉字	权重
# 来源：rime-pinyin-simp + rime-luna-pinyin
# 条目数：119004
fei	𪂏	2555
fei	𫂈	2555
feibo	菲薄	2555
feibo	飛薄	2555
feichangzhongshi	非常重視	2555
feichu	廢黜	2555
feicuilantiao	翡翠蘭苕	2555
feidan	飛彈	2555
feidankuaiting	飛彈快艇	2555
feidedao	非得到	2555
feideidao	非得到	2555
feidi	飛地	2555
feidian	沸點	2555
feiding	沸鼎	2555
feiduanliuchang	蜚短流長	2555
feiduanliuchang	飛短流長	2555
feidun	肥遯	2555
feidunlisu	飛遯離俗	2555
feidunminggao	肥遯鳴高	2555
feifanyingtian	沸反盈天	2555
feifaxingshi	非法行事	2555
feifaxingwei	非法行爲	2555
feifei	斐斐	2555
feifei	朏朏	2555
feifei	沸沸	2555
feifeiyangyang	沸沸揚揚	2555
feifu	飛鳧	2555
feigeng	沸羹	2555
feiguan	沸涫	2555
feihe	飛翮	2555
feihongxuezhao	飛鴻雪爪	2555
feihongxuezhua	飛鴻雪爪	2555
feihu	飛鵠	2555
feiji	斐濟	2555
feiji	飛騎	2555
feijigongheguo	斐濟共和國	2555
feijin	費勁	2555
feijipaiqiankekaolv	飛機派遣可靠率	2555
feijiren	斐濟人	2555
feika	啡咖	2555
feiliuduanchang	飛流短長	2555
feilv	費率	2555
feimaotuifeidan	飛毛腿飛彈	2555
feiming	朏明	2555
feinv	朏朒	2555
feipo	朏魄	2555
feiquan	沸泉	2555
feiran	斐然	2555
feiran	沸然	2555
feiranchangtan	廢然長嘆	2555
feiranchengzhang	斐然成章	2555
feiranxiangfeng	斐然向風	2555
feire	沸熱	2555
feisheng	肥盛	2555
feishi	廢弛	2555
feishi	肥碩	2555
feishiboyi	菲食薄衣	2555
feishu	飛熟	2555
feishuchixi	飛書馳檄	2555
feishuishifanyingqi	沸水式反應器	2555
feishuo	肥碩	2555
feishuzouxi	飛書走檄	2555
feisou	飛漱	2555
feisuxing	非塑性	2555
feitang	沸湯	2555
feiteng	沸騰	2555
feituozhuan	飛跎傳	2555
feixing	飛行	2555
feixingjia	飛行家	2555
feixingjiaban	飛行甲板	2555
feixingqi	飛行器	2555
feixingqingbaoqu	飛行情報區	2555
feixingsan	飛行傘	2555
feixingyuan	飛行員	2555
feixingyun	飛行雲	2555
feiyanwaizhuan	飛燕外傳	2555
feiyanzhuan	飛煙傳	2555
feiyeside	飛也似的	2555
feiyihuzhiyi	非一狐之腋	2555
feiyue	飛躍	2555
feiyufeidan	飛魚飛彈	2555
feiyunchedian	飛雲掣電	2555
feizha	飛紮	2555
feizhao	飛棹	2555
feizhaoyixi	匪朝伊夕	2555
feizhouchuxiere	非洲出血熱	2555
feizhouchuxuere	非洲出血熱	2555
feizhua	飛撾	2555
feizu	飛鏃	2555
fen	㤋	2555
fen	㥹	2555
fen	㬟	2555
fen	㱵	2555
fen	㷊	2555
fen	㸮	2555
fen	㿎	2555
fen	䆏	2555
fen	䩿	2555
fen	䫞	2555
fen	䭻	2555
fen	䴅	2555
fen	兝	2555
fen	兺	2555
fen	哛	2555
fen	喯	2555
fen	坆	2555
fen	岎	2555
fen	帉	2555
fen	朆	2555
fen	歕	2555
fen	燌	2555
fen	燓	2555
fen	獖	2555
fen	瓰	2555
fen	砏	2555
fen	蚠	2555
fen	衯	2555
fen	訜	2555
fen	豮	2555
fen	躮	2555
fen	邠	2555
fen	錀	2555
fen	隫	2555
fen	餴	2555
fen	馚	2555
fen	馩	2555
fen	鱝	2555
fen	𠛸	2555
fen	𠵮	2555
fen	𠻫	2555
fen	𡊄	2555
fen	𡊅	2555
fen	𡨖	2555
fen	𢁤	2555
fen	𢅯	2555
fen	𢊱	2555
fen	𢚅	2555
fen	𢧝	2555
fen	𢴢	2555
fen	𢹔	2555
fen	𣬩	2555
fen	𣯻	2555
fen	𣱦	2555
fen	𣸣	2555
fen	𤔟	2555
fen	𤖘	2555
fen	𤗸	2555
fen	𤘝	2555
fen	𤰪	2555
fen	𥂙	2555
fen	𥳡	2555
fen	𥹻	2555
fen	𥽒	2555
fen	𦍏	2555
fen	𦍪	2555
fen	𦐈	2555
fen	𦦑	2555
fen	𦰛	2555
fen	𦶚	2555
fen	𧮱	2555
fen	𧷐	2555
fen	𧿚	2555
fen	𨎾	2555
fen	𨤘	2555
fen	𨤚	2555
fen	𨳚	2555
fen	𨳣	2555
fen	𨷒	2555
fen	𩉵	2555
fen	𩡷	2555
fen	𩢈	2555
fen	𩰟	2555
fen	𩸂	2555
fen	𩿈	2555
fenbianlvwei	分辨率爲	2555
fenbo	憤薄	2555
fenboyuanqian	分薄緣慳	2555
fendi	墳地	2555
feng	㐽	2555
feng	㒥	2555
feng	㛔	2555
feng	㜂	2555
feng	㠦	2555
feng	㡝	2555
feng	㵯	2555
feng	䀱	2555
feng	䏎	2555
feng	䒠	2555
feng	䗬	2555
feng	䙜	2555
feng	䟪	2555
feng	䩬	2555
feng	䩼	2555
feng	仹	2555
feng	僼	2555
feng	凨	2555
feng	凮	2555
feng	埄	2555
feng	堼	2555
feng	夆	2555
feng	寷	2555
feng	摓	2555
feng	沨	2555
feng	浲	2555
feng	湗	2555
feng	溄	2555
feng	漨	2555
feng	煈	2555
feng	熢	2555
feng	琒	2555
feng	盽	2555
feng	碸	2555
feng	篈	2555
feng	綘	2555
feng	莑	2555
feng	葻	2555
feng	蘴	2555
feng	蠭	2555
feng	赗	2555
feng	鄷	2555
feng	鎽	2555
feng	鏠	2555
feng	闏	2555
feng	霻	2555
feng	靊	2555
feng	鳯	2555
feng	鴌	2555
feng	𠣡	2555
feng	𡉚	2555
feng	𡕖	2555
feng	𡨛	2555
feng	𡵞	2555
feng	𢇫	2555
feng	𢓱	2555
feng	𢪋	2555
feng	𣿝	2555
feng	𤖀	2555
feng	𥊒	2555
feng	𥍮	2555
feng	𥛝	2555
feng	𥷜	2555
feng	𥽈	2555
feng	𦜁	2555
feng	𦧁	2555
feng	𧆉	2555
feng	𧍯	2555
feng	𧥹	2555
feng	𧾳	2555
feng	𨝭	2555
feng	𨩥	2555
feng	𨲫	2555
feng	𨺢	2555
feng	𩉧	2555
feng	𩊩	2555
feng	𩋮	2555
feng	𩐯	2555
feng	𩘵	2555
feng	𩙐	2555
feng	𩙣	2555
feng	𩪌	2555
feng	𪐃	2555
fenganglizhitouzi	糞缸裏擲骰子	2555
fengaojigui	焚膏繼晷	2555
fengbi	風痺	2555
fengbo	風伯	2555
fengboluanpiao	鳳泊鸞飄	2555
fengbopingdi	風波平地	2555
fengboyushi	風伯雨師	2555
fengcanlusu	風餐露宿	2555
fengcanshuiqi	風餐水棲	2555
fengcanshuisu	風餐水宿	2555
fengcanyusu	風餐雨宿	2555
fengchangzuole	逢場作樂	2555
fengchaoshixingdongdianhuaxitong	蜂巢式行動電話系統	2555
fengcheleixing	風掣雷行	2555
fengchidianche	風馳電掣	2555
fengcuo	奉厝	2555
fengdai	逢殆	2555
fengdanbailu	楓丹白露	2555
fengdi	封地	2555
fengdi	鋒鏑	2555
fengdiao	奉調	2555
fengdiao	風調	2555
fengdiyusheng	鋒鏑餘生	2555
fengdu	酆都	2555
fengfangburonghuluan	蜂房不容鵠卵	2555
fenggan	風乾	2555
fenggongbue	奉公不阿	2555
fenggongmaolie	豐功懋烈	2555
fenggongshenglie	豐功盛烈	2555
fengguanxiapei	鳳冠霞帔	2555
fenghao	豐鎬	2555
fenghoucijue	封侯賜爵	2555
fenghousijue	封侯賜爵	2555
fenghuan	奉還	2555
fenghuanchao	鳳還巢	2555
fenghujiemo	封胡羯末	2555
fengji	俸給	2555
fengji	封畿	2555
fengjia	泛駕	2555
fengjiao	風角	2555
fengle	豐樂	2555
fengleting	豐樂亭	2555
fengliudiaofa	風流調法	2555
fengliutitang	風流倜儻	2555
fengliuyunjie	風流蘊藉	2555
fengliuyunjie	風流醞藉	2555
fengmangbilu	鋒芒畢露	2555
fengmaoying	奉氂纓	2555
fengmingzhaoyang	鳳鳴朝陽	2555
fengmojiubo	風魔九伯	2555
fengnianrensui	豐年稔歲	2555
fengpi	奉被	2555
fengpinfan	奉蘋蘩	2555
fengqiaoyebo	楓橋夜泊	2555
fengren	豐稔	2555
fengrongjingshi	豐容靚飾	2555
fengshai	豐殺	2555
fengshan	封禪	2555
fengsheng	豐盛	2555
fengshengheli	風聲鶴唳	2555
fengshenzhuan	封神傳	2555
fengshi	風什	2555
fengshichangshe	封豕長蛇	2555
fengshu	豐熟	2555
fengsunlusu	風飧露宿	2555
fengsunshuisu	風飧水宿	2555
fengtian	豐腆	2555
fengtiaoyurun	風調雨潤	2555
fengtiaoyushun	風調雨順	2555
fengweiguinie	奉爲圭臬	2555
fengxi	奉檄	2555
fengxi	縫隙	2555
fengxi	鳳舄	2555
fengxing	風行	2555
fengxingcaocong	風行草從	2555
fengxingcaomi	風行草靡	2555
fengxingcaoyan	風行草偃	2555
fengxingdianji	風行電擊	2555
fengxinggushi	奉行故事	2555
fengxingshuishang	風行水上	2555
fengxingyishi	風行一時	2555
fengxuan	馮諼	2555
fengxuanshaoquan	馮諼燒券	2555
fengxuantanjia	馮諼彈鋏	2555
fengyancungui	風檐寸晷	2555
fengyancungui	風簷寸晷	2555
fengyaoxuebei	蜂腰削背	2555
fengye	逢掖	2555
fengyezhishi	逢掖之士	2555
fengyiquanbo	諷一勸百	2555
fengyou	風猷	2555
fengyunchizha	風雲叱吒	2555
fengyunyuelu	風雲月露	2555
fengzhang	瘋長	2555
fengzhao	鳳爪	2555
fengzhi	封殖	2555
fengzhi	豐殖	2555
fengzhu	封貯	2555
fengzhua	鳳爪	2555
fengzhucaolu	風燭草露	2555
fenhangbubai	分行布白	2555
fenhonghailu	紛紅駭綠	2555
fenjiaoxian	分角線	2555
fenjuru	汾沮洳	2555
fenkai	憤愾	2555
fenli	忿戾	2555
fenlieshengzhi	分裂生殖	2555
fenlihaosi	分釐毫絲	2555
fenlika	分釐卡	2555
fenlinertian	焚林而畋	2555
fenlinhongqian	粉吝紅慳	2555
fenlun	紛綸	2555
fenmen	忿懣	2555
fenmen	憤懣	2555
fenna	紛拏	2555
fennao	紛呶	2555
fennie	分蘗	2555
fenniejie	分蘗節	2555
fennieqi	分蘗期	2555
fenpa	紛葩	2555
fenpa	芬葩	2555
fenpi	紛披	2555
fenpou	分剖	2555
fenqi	分枝	2555
fenqi	分畦	2555
fenqianyuanbo	分淺緣薄	2555
fenqianyuanqian	分淺緣慳	2555
fenquan	濆泉	2555
fenrou	紛糅	2555
fenshuiti	分水隄	2555
fenta	紛沓	2555
fentaerlai	紛沓而來	2555
fentianzhichou	分天之仇	2555
fenwo	粉渦	2555
fenxiao	紛囂	2555
fenxingboliang	分星擘兩	2555
fenyunzata	紛紜雜沓	2555
fenzhi	分枝	2555
fenzhi	忿懥	2555
fenzhitalai	紛至沓來	2555
fenzhufanzhi	分株繁殖	2555
fo	梻	2555
fo	𧥚	2555
fo	𧼴	2555
focha	佛剎	2555
fodi	佛地	2555
fojiaoyinyue	佛教音樂	2555
foli	佛戾	2555
fomengtezhou	佛蒙特州	2555
fong	甮	2555
foshougan	佛手柑	2555
fotouzhuofen	佛頭着糞	2555
fotucheng	佛圖澄	2555
fou	䬏	2555
fou	剻	2555
fou	妚	2555
fou	殕	2555
fou	缻	2555
fou	罘	2555
fou	芣	2555
fou	雬	2555
fou	𡜊	2555
fou	𤊻	2555
fou	𤽦	2555
fou	𧉈	2555
fou	𧊦	2555
fou	𨛔	2555
fou	𩂆	2555
fu	㓡	2555
fu	㔗	2555
fu	㕊	2555
fu	㕮	2555
fu	㕶	2555
fu	㙏	2555
fu	㚆	2555
fu	㚕	2555
fu	㚘	2555
fu	㜑	2555
fu	㟊	2555
fu	㠅	2555
fu	㠸	2555
fu	㤔	2555
fu	㤱	2555
fu	㩤	2555
fu	㪄	2555
fu	㫙	2555
fu	㬼	2555
fu	㭪	2555
fu	㲗	2555
fu	㷆	2555
fu	㽬	2555
fu	㾈	2555
fu	䂤	2555
fu	䃽	2555
fu	䃿	2555
fu	䄮	2555
fu	䈏	2555
fu	䋨	2555
fu	䋹	2555
fu	䌗	2555
fu	䌿	2555
fu	䍖	2555
fu	䎔	2555
fu	䑧	2555
fu	䒄	2555
fu	䒇	2555
fu	䓏	2555
fu	䓵	2555
fu	䔰	2555
fu	䕎	2555
fu	䗄	2555
fu	䘀	2555
fu	䘠	2555
fu	䝾	2555
fu	䞜	2555
fu	䞞	2555
fu	䞤	2555
fu	䞯	2555
fu	䞸	2555
fu	䟔	2555
fu	䟮	2555
fu	䠵	2555
fu	䡍	2555
fu	䦣	2555
fu	䧞	2555
fu	䨗	2555
fu	䨱	2555
fu	䩉	2555
fu	䪔	2555
fu	䪖	2555
fu	䪙	2555
fu	䫍	2555
fu	䫝	2555
fu	䭮	2555
fu	䮛	2555
fu	䯱	2555
fu	䱐	2555
fu	䳕	2555
fu	䴸	2555
fu	䵾	2555
fu	乀	2555
fu	乶	2555
fu	仅	2555
fu	仆	2555
fu	仏	2555
fu	俌	2555
fu	俛	2555
fu	凂	2555
fu	呒	2555
fu	哹	2555
fu	哺	2555
fu	嘸	2555
fu	圑	2555
fu	坲	2555
fu	垺	2555
fu	妋	2555
fu	娐	2555
fu	娬	2555
fu	婏	2555
fu	媍	2555
fu	嫵	2555
fu	嬎	2555
fu	宓	2555
fu	尃	2555
fu	峊	2555
fu	巿	2555
fu	幠	2555
fu	怀	2555
fu	愎	2555
fu	懯	2555
fu	払	2555
fu	捬	2555
fu	旉	2555
fu	昲	2555
fu	暊	2555
fu	栿	2555
fu	棴	2555
fu	椱	2555
fu	沷	2555
fu	沸	2555
fu	炥	2555
fu	焤	2555
fu	狒	2555
fu	玞	2555
fu	璷	2555
fu	甶	2555
fu	畐	2555
fu	畗	2555
fu	疈	2555
fu	癁	2555
fu	盙	2555
fu	禣	2555
fu	秿	2555
fu	稪	2555
fu	竎	2555
fu	筟	2555
fu	箁	2555
fu	粰	2555
fu	絥	2555
fu	胕	2555
fu	莆	2555
fu	袝	2555
fu	覄	2555
fu	詂	2555
fu	跔	2555
fu	軵	2555
fu	逋	2555
fu	郍	2555
fu	酜	2555
fu	酻	2555
fu	鉘	2555
fu	鉜	2555
fu	鍢	2555
fu	陚	2555
fu	雬	2555
fu	鞴	2555
fu	韛	2555
fu	韨	2555
fu	颫	2555
fu	鮄	2555
fu	鮲	2555
fu	鯆	2555
fu	鳺	2555
fu	麬	2555
fu	麱	2555
fu	𠋩	2555
fu	𠌽	2555
fu	𠓗	2555
fu	𠟌	2555
fu	𠡂	2555
fu	𠣾	2555
fu	𠪻	2555
fu	𠬝	2555
fu	𠲽	2555
fu	𡏪	2555
fu	𡐝	2555
fu	𡞪	2555
fu	𡠞	2555
fu	𡦄	2555
fu	𡫺	2555
fu	𡬇	2555
fu	𡵛	2555
fu	𢀼	2555
fu	𢁀	2555
fu	𢂀	2555
fu	𢂆	2555
fu	𢌹	2555
fu	𢏍	2555
fu	𢒒	2555
fu	𢗫	2555
fu	𢗲	2555
fu	𢘍	2555
fu	𢞦	2555
fu	𢠲	2555
fu	𢯋	2555
fu	𢰆	2555
fu	𢻀	2555
fu	𢻮	2555
fu	𣀣	2555
fu	𣀾	2555
fu	𣄎	2555
fu	𣆵	2555
fu	𣑿	2555
fu	𣘧	2555
fu	𣞒	2555
fu	𣥋	2555
fu	𣭘	2555
fu	𣹋	2555
fu	𣻜	2555
fu	𣿆	2555
fu	𤆮	2555
fu	𤉨	2555
fu	𤕾	2555
fu	𤙤	2555
fu	𤙭	2555
fu	𤝔	2555
fu	𤝟	2555
fu	𤠪	2555
fu	𤭟	2555
fu	𤰈	2555
fu	𤱽	2555
fu	𤶖	2555
fu	𤸑	2555
fu	𤸗	2555
fu	𤿭	2555
fu	𥄑	2555
fu	𥄓	2555
fu	𥒫	2555
fu	𥒰	2555
fu	𥘬	2555
fu	𥦘	2555
fu	𥧷	2555
fu	𥨍	2555
fu	𥪋	2555
fu	𥪚	2555
fu	𥰛	2555
fu	𥱀	2555
fu	𥲛	2555
fu	𥳇	2555
fu	𥷱	2555
fu	𥼼	2555
fu	𥾧	2555
fu	𦂊	2555
fu	𦇁	2555
fu	𦊦	2555
fu	𦊾	2555
fu	𦎎	2555
fu	𦎭	2555
fu	𦐡	2555
fu	𦑹	2555
fu	𦔍	2555
fu	𦖀	2555
fu	𦨈	2555
fu	𦨋	2555
fu	𦨡	2555
fu	𦩡	2555
fu	𦮹	2555
fu	𦰺	2555
fu	𦱖	2555
fu	𦲫	2555
fu	𦳓	2555
fu	𦸱	2555
fu	𦺉	2555
fu	𦽏	2555
fu	𦿁	2555
fu	𧀮	2555
fu	𧀴	2555
fu	𧄏	2555
fu	𧉈	2555
fu	𧉊	2555
fu	𧌈	2555
fu	𧌓	2555
fu	𧒂	2555
fu	𧒙	2555
fu	𧕡	2555
fu	𧖚	2555
fu	𧥱	2555
fu	𧳂	2555
fu	𧴌	2555
fu	𧻳	2555
fu	𧼗	2555
fu	𧼱	2555
fu	𧿳	2555
fu	𨁒	2555
fu	𨋩	2555
fu	𨌥	2555
fu	𨑑	2555
fu	𨚓	2555
fu	𨦛	2555
fu	𨵃	2555
fu	𨵟	2555
fu	𨺅	2555
fu	𨾚	2555
fu	𩂆	2555
fu	𩂎	2555
fu	𩂔	2555
fu	𩂕	2555
fu	𩅿	2555
fu	𩉽	2555
fu	𩋟	2555
fu	𩋨	2555
fu	𩌏	2555
fu	𩍏	2555
fu	𩍿	2555
fu	𩎛	2555
fu	𩐚	2555
fu	𩑬	2555
fu	𩒙	2555
fu	𩒺	2555
fu	𩓖	2555
fu	𩖬	2555
fu	𩖼	2555
fu	𩜲	2555
fu	𩠷	2555
fu	𩢰	2555
fu	𩢿	2555
fu	𩣜	2555
fu	𩣸	2555
fu	𩬙	2555
fu	𩭺	2555
fu	𩳎	2555
fu	𩳐	2555
fu	𩵩	2555
fu	𩵹	2555
fu	𩽺	2555
fu	𩽻	2555
fu	𩾿	2555
fu	𩿧	2555
fu	𪀺	2555
fu	𪂀	2555
fu	𪂋	2555
fu	𪂾	2555
fu	𪃓	2555
fu	𪆠	2555
fu	𪊐	2555
fu	𪍏	2555
fu	𫓧	2555
fu	𫚒	2555
fuao	富媼	2555
fubang	副榜	2555
fubi	復辟	2555
fubi	拊髀	2555
fubi	撫髀	2555
fubing	賦稟	2555
fubo	浮薄	2555
fubo	福薄	2555
fubuchangzizhai	父不償子債	2555
fubuchongzhi	福不重至	2555
fucai	阜財	2555
fucainisu	敷彩泥塑	2555
fucang	伏藏	2555
fuchai	夫差	2555
fuche	副車	2555
fuche	覆轍	2555
fuchechongdao	覆轍重蹈	2555
fuchechunchi	輔車脣齒	2555
fuchen	浮沈	2555
fuchen	符讖	2555
fuchengzhang	負成長	2555
fuchenjiuzhan	浮沉酒醆	2555
fuchexiangyi	輔車相依	2555
fuchezhiche	覆車之轍	2555
fuchezhizhe	覆車之轍	2555
fuchou	復仇	2555
fuchoubugongdaitian	父仇不共戴天	2555
fuchouxuechi	復仇雪恥	2555
fuchu	祓除	2555
fuci	鳧茈	2555
fuci	鳧茨	2555
fucuo	浮厝	2555
fudao	覆幬	2555
fudaoqianche	復蹈前轍	2555
fudaoqianzhe	復蹈前轍	2555
fudaoqiche	復蹈其轍	2555
fudaoqizhe	復蹈其轍	2555
fudi	伏地	2555
fudi	福地	2555
fudidongtian	福地洞天	2555
fudifantian	覆地翻天	2555
fudikouzi	伏地扣子	2555
fudile	服低捋	2555
fudishengren	伏地聖人	2555
fuditingshen	伏地挺身	2555
fudonghuilv	浮動匯率	2555
fudushizhongxin	副都市中心	2555
fufan	阜蕃	2555
fufei	宓妃	2555
fufu	沸沸	2555
fufu	芾芾	2555
fugailv	覆蓋率	2555
fugao	訃告	2555
fugaowan	副睪丸	2555
fugu	服賈	2555
fugu	枹鼓	2555
fuguanglveying	浮光掠影	2555
fuguboxi	婦姑勃谿	2555
fugubuquan	負固不悛	2555
fuguicaotoulu	富貴草頭露	2555
fuguo	俘馘	2555
fuguohuanzhi	附過還職	2555
fuguxiangying	枹鼓相應	2555
fuhai	脯醢	2555
fuheng	楅衡	2555
fuhuizhang	副會長	2555
fuhuxianglong	伏虎降龍	2555
fujia	莩甲	2555
fujiafanzhe	浮家泛宅	2555
fujiao	俯角	2555
fujiao	覆校	2555
fujin	賻金	2555
fuju	副車	2555
fujuchunchi	輔車脣齒	2555
fujue	副角	2555
fujuxiangyi	輔車相依	2555
fukui	鳧葵	2555
fuletaobai	富埒陶白	2555
fuletianzi	富埒天子	2555
fulu	俘擄	2555
fulu	覆露	2555
fulucanxia	服露餐霞	2555
fulve	浮掠	2555
fulvtanhuawu	氟氯碳化物	2555
fumaduwei	駙馬都尉	2555
fumingboli	浮名薄利	2555
fumo	莩末	2555
fumo	覆沒	2555
fumuliangxixietongzhuyi	父母兩系血統主義	2555
fumuliangxixuetongzhuyi	父母兩系血統主義	2555
funaomutao	膚橈目逃	2555
fupianpian	腹便便	2555
fupiliaocao	浮皮潦草	2555
fuqiang	富彊	2555
fuqiangkangle	富強康樂	2555
fuqitunlu	服氣吞露	2555
fuqiwugesuzhichou	夫妻無隔宿之仇	2555
fuqu	鳧趨	2555
fuque	服闋	2555
fuququeyue	鳧趨雀躍	2555
furanbianse	怫然變色	2555
furanbuyue	怫然不悅	2555
furenchangshe	婦人長舌	2555
fushangdagu	富商大賈	2555
fushanzhuchou	附膻逐臭	2555
fushanzhuhui	附膻逐穢	2555
fusheng	阜盛	2555
fushengzhikou	負乘致寇	2555
fushezheshou	蝮蛇螫手	2555
fushi	祓飾	2555
fushitongku	撫尸慟哭	2555
fushixingshui	賦食行水	2555
fushou	俛首	2555
fushoumianchang	福壽綿長	2555
fushoutieer	俛首帖耳	2555
fushoutingming	俛首聽命	2555
fushouzizhao	俛首自招	2555
fushu	腐熟	2555
fusi	伏伺	2555
fusi	罘罳	2555
fusipianpian	腹笥便便	2555
fusuliao	氟塑料	2555
futang	府帑	2555
futansujiao	氟碳塑膠	2555
futianmudi	父天母地	2555
fuwang	罘網	2555
fuwen	訃聞	2555
fuwu	帗舞	2555
fuwuchongshouri	福無重受日	2555
fuwuhangye	服務行業	2555
fuxi	宓戲	2555
fuxi	宓羲	2555
fuxi	祓禊	2555
fuxi	蔽席	2555
fuxi	鳧舄	2555
fuxiang	服降	2555
fuxiao	腹枵	2555
fuxin	頫囟	2555
fuxing	伏行	2555
fuxing	輔行	2555
fuxingjidi	復興基地	2555
fuxue	斧削	2555
fuyan	鳧雁	2555
fuyang	俛仰	2555
fuyang	偪陽	2555
fuyanliaoshi	敷衍了事	2555
fuyanseze	敷衍塞責	2555
fuyantangse	敷衍搪塞	2555
fuye	扶掖	2555
fuyi	賻儀	2555
fuyi	鳧乙	2555
fuyi	鳧鷖	2555
fuyin	訃音	2555
fuyingdatong	撫膺大慟	2555
fuyizhang	副議長	2555
fuyu	怫鬱	2555
fuyue	傅說	2555
fuyue	趺鉞	2555
fuyuebanzhu	傅說版築	2555
fuyukunheche	鮒魚困涸轍	2555
fuyukunhezhe	鮒魚困涸轍	2555
fuyunzhaolu	浮雲朝露	2555
fuyuwankang	負隅頑抗	2555
fuzao	斧鑿	2555
fuzao	鳧藻	2555
fuzeng	賻贈	2555
fuzengzhang	負增長	2555
fuzhaizihuan	父債子還	2555
fuzhe	府宅	2555
fuzhe	服着	2555
fuzhe	覆轍	2555
fuzhechongdao	覆轍重蹈	2555
fuzhengchuxie	扶正黜邪	2555
fuzhi	附識	2555
fuzhong	負重	2555
fuzhong	阜螽	2555
fuzhongsheyuan	負重涉遠	2555
fuzhongzhiyuan	負重致遠	2555
fuzhuo	服着	2555
fuzhuo	祓濯	2555
fuzhuoli	附着力	2555
fuzi	脯資	2555
fuzijiantanmingqin	宓子賤彈鳴琴	2555
fuzimingbi	復子明辟	2555
fuzuo	趺坐	2555
ga	㹢	2555
ga	価	2555
ga	嘠	2555
ga	戛	2555
ga	戞	2555
ga	玍	2555
ga	釓	2555
ga	錷	2555
ga	魀	2555
ga	𠁥	2555
ga	𡉅	2555
ga	𡯰	2555
ga	𡯽	2555
ga	𡼛	2555
ga	𣬫	2555
gadangpai	噶當派	2555
gadiao	嘎調	2555
gai	㕢	2555
gai	㧉	2555
gai	㮣	2555
gai	㱾	2555
gai	䀭	2555
gai	䏗	2555
gai	䐩	2555
gai	䪱	2555
gai	䬵	2555
gai	䶣	2555
gai	丏	2555
gai	侅	2555
gai	匄	2555
gai	喈	2555
gai	妀	2555
gai	姟	2555
gai	廅	2555
gai	忋	2555
gai	摡	2555
gai	晐	2555
gai	杚	2555
gai	槩	2555
gai	欬	2555
gai	湝	2555
gai	炌	2555
gai	烗	2555
gai	熆	2555
gai	瑎	2555
gai	畡	2555
gai	盇	2555
gai	盍	2555
gai	篕	2555
gai	絠	2555
gai	絯	2555
gai	胲	2555
gai	蝔	2555
gai	輆	2555
gai	郂	2555
gai	鑉	2555
gai	隑	2555
gai	鶛	2555
gai	𠌰	2555
gai	𡒖	2555
gai	𡧣	2555
gai	𢅤	2555
gai	𢍓	2555
gai	𢻉	2555
gai	𦫻	2555
gai	𧊏	2555
gai	𧯺	2555
gai	𨞨	2555
gai	𨮂	2555
gai	𨱕	2555
gai	𨱣	2555
gai	𨸛	2555
gai	𩕭	2555
gaibo	賅博	2555
gaibu	陔步	2555
gaicang	蓋藏	2555
gaichaohuandai	改朝換代	2555
gaiche	改轍	2555
gaidiqu	該地區	2555
gaiexingshan	改惡行善	2555
gaigua	概括	2555
gaigua	賅括	2555
gaiguachengshou	概括承受	2555
gaihang	該行	2555
gaiji	垓極	2555
gaikuo	賅括	2555
gaikuochengshou	概括承受	2555
gaimiduneshale	戤米囤餓殺了	2555
gaimo	改抹	2555
gaimo	蓋抹	2555
gaiqian	垓前	2555
gaiqian	蓋愆	2555
gaisixingwen	該死行瘟	2555
gaitianhuandi	改天換地	2555
gaixia	垓下	2555
gaixiage	垓下歌	2555
gaixiangengzhang	改弦更張	2555
gaixianyiche	改弦易轍	2555
gaixianyidiao	改弦易調	2555
gaixianyizhang	改弦易張	2555
gaixianyizhe	改弦易轍	2555
gaixin	垓心	2555
gaixingqianshan	改行遷善	2555
gaixue	改削	2555
gaiyan	垓埏	2555
gaiyuanyiche	改轅易轍	2555
gaiyuanyizhe	改轅易轍	2555
gaiyugaixing	改玉改行	2555
gaizhangyidiao	改張易調	2555
gaizhao	該着	2555
gaizhe	改轍	2555
gajin	軋進	2555
gajupai	噶舉派	2555
galifan	咖喱飯	2555
galifen	咖喱粉	2555
galiji	咖喱雞	2555
galizhi	咖喱汁	2555
gan	㓧	2555
gan	㔶	2555
gan	㤌	2555
gan	㶥	2555
gan	㺂	2555
gan	㽏	2555
gan	㿻	2555
gan	䃭	2555
gan	䇞	2555
gan	䊻	2555
gan	䤗	2555
gan	䯎	2555
gan	䲺	2555
gan	䵟	2555
gan	乹	2555
gan	亁	2555
gan	仠	2555
gan	佄	2555
gan	倝	2555
gan	凲	2555
gan	哻	2555
gan	噉	2555
gan	墘	2555
gan	姏	2555
gan	尲	2555
gan	尶	2555
gan	嵅	2555
gan	忓	2555
gan	惍	2555
gan	扞	2555
gan	拑	2555
gan	撖	2555
gan	攼	2555
gan	榦	2555
gan	檊	2555
gan	汵	2555
gan	涆	2555
gan	涻	2555
gan	澣	2555
gan	犴	2555
gan	甝	2555
gan	瞰	2555
gan	矙	2555
gan	粓	2555
gan	芉	2555
gan	菳	2555
gan	虷	2555
gan	蚶	2555
gan	蜬	2555
gan	螒	2555
gan	衦	2555
gan	訐	2555
gan	譀	2555
gan	豃	2555
gan	贑	2555
gan	轗	2555
gan	迀	2555
gan	酣	2555
gan	釬	2555
